"Tabela 3553 - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência com rendimento de trabalho e Valor do rendimento nominal médio mensal e mediano mensal de todos os trabalhos, das pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, com rendimento de trabalho, segundo a situação do domicílio, o sexo, a cor ou raça, o nível de instrução, a condição de contribuição para instituto de previdência oficial em qualquer trabalho e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência e com rendimento de trabalho (Pessoas)"
"Cód.";"Brasil e Município";"Nível de instrução";"Condição de contribuição para instituto de previdência oficial em qualquer trabalho";"Grupo de idade";"Ano x Situação do domicílio x Sexo x Cor ou raça"
"Cód.";"Brasil e Município";"Nível de instrução";"Condição de contribuição para instituto de previdência oficial em qualquer trabalho";"Grupo de idade";"2010"
"Cód.";"Brasil e Município";"Nível de instrução";"Condição de contribuição para instituto de previdência oficial em qualquer trabalho";"Grupo de idade";"Total"
"Cód.";"Brasil e Município";"Nível de instrução";"Condição de contribuição para instituto de previdência oficial em qualquer trabalho";"Grupo de idade";"Total"
"Cód.";"Brasil e Município";"Nível de instrução";"Condição de contribuição para instituto de previdência oficial em qualquer trabalho";"Grupo de idade";"Total"
"3521101";"Ipeúna (SP)";"Total";"Contribuintes";"Total";"2275"
"3521101";"Ipeúna (SP)";"Total";"Não contribuintes";"Total";"759"
"3521150";"Ipiguá (SP)";"Total";"Total";"Total";"1928"
"3521150";"Ipiguá (SP)";"Total";"Contribuintes";"Total";"1294"
"3521150";"Ipiguá (SP)";"Total";"Não contribuintes";"Total";"634"
"3521200";"Iporanga (SP)";"Total";"Total";"Total";"1546"
"3521200";"Iporanga (SP)";"Total";"Contribuintes";"Total";"799"
"3521200";"Iporanga (SP)";"Total";"Não contribuintes";"Total";"747"
"3521309";"Ipuã (SP)";"Total";"Total";"Total";"6201"
"3521309";"Ipuã (SP)";"Total";"Contribuintes";"Total";"4452"
"3521309";"Ipuã (SP)";"Total";"Não contribuintes";"Total";"1749"
"3521408";"Iracemápolis (SP)";"Total";"Total";"Total";"9099"
"3521408";"Iracemápolis (SP)";"Total";"Contribuintes";"Total";"7366"
"3521408";"Iracemápolis (SP)";"Total";"Não contribuintes";"Total";"1733"
"3521507";"Irapuã (SP)";"Total";"Total";"Total";"3791"
"3521507";"Irapuã (SP)";"Total";"Contribuintes";"Total";"2732"
"3521507";"Irapuã (SP)";"Total";"Não contribuintes";"Total";"1059"
"3521606";"Irapuru (SP)";"Total";"Total";"Total";"2791"
"3521606";"Irapuru (SP)";"Total";"Contribuintes";"Total";"1743"
"3521606";"Irapuru (SP)";"Total";"Não contribuintes";"Total";"1048"
"3521705";"Itaberá (SP)";"Total";"Total";"Total";"6714"
"3521705";"Itaberá (SP)";"Total";"Contribuintes";"Total";"3395"
"3521705";"Itaberá (SP)";"Total";"Não contribuintes";"Total";"3319"
"3521804";"Itaí (SP)";"Total";"Total";"Total";"9846"
"3521804";"Itaí (SP)";"Total";"Contribuintes";"Total";"6084"
"3521804";"Itaí (SP)";"Total";"Não contribuintes";"Total";"3762"
"3521903";"Itajobi (SP)";"Total";"Total";"Total";"7441"
"3521903";"Itajobi (SP)";"Total";"Contribuintes";"Total";"4363"
"3521903";"Itajobi (SP)";"Total";"Não contribuintes";"Total";"3078"
"3522000";"Itaju (SP)";"Total";"Total";"Total";"1644"
"3522000";"Itaju (SP)";"Total";"Contribuintes";"Total";"1150"
"3522000";"Itaju (SP)";"Total";"Não contribuintes";"Total";"494"
"3522109";"Itanhaém (SP)";"Total";"Total";"Total";"35851"
"3522109";"Itanhaém (SP)";"Total";"Contribuintes";"Total";"19290"
"3522109";"Itanhaém (SP)";"Total";"Não contribuintes";"Total";"16561"
"3522158";"Itaoca (SP)";"Total";"Total";"Total";"1034"
"3522158";"Itaoca (SP)";"Total";"Contribuintes";"Total";"441"
"3522158";"Itaoca (SP)";"Total";"Não contribuintes";"Total";"593"
"3522208";"Itapecerica da Serra (SP)";"Total";"Total";"Total";"68265"
"3522208";"Itapecerica da Serra (SP)";"Total";"Contribuintes";"Total";"48065"
"3522208";"Itapecerica da Serra (SP)";"Total";"Não contribuintes";"Total";"20200"
"3522307";"Itapetininga (SP)";"Total";"Total";"Total";"63343"
"3522307";"Itapetininga (SP)";"Total";"Contribuintes";"Total";"46164"
"3522307";"Itapetininga (SP)";"Total";"Não contribuintes";"Total";"17179"
"3522406";"Itapeva (SP)";"Total";"Total";"Total";"35951"
"3522406";"Itapeva (SP)";"Total";"Contribuintes";"Total";"23336"
"3522406";"Itapeva (SP)";"Total";"Não contribuintes";"Total";"12615"
"3522505";"Itapevi (SP)";"Total";"Total";"Total";"85133"
"3522505";"Itapevi (SP)";"Total";"Contribuintes";"Total";"61907"
"3522505";"Itapevi (SP)";"Total";"Não contribuintes";"Total";"23226"
"3522604";"Itapira (SP)";"Total";"Total";"Total";"34066"
"3522604";"Itapira (SP)";"Total";"Contribuintes";"Total";"27029"
"3522604";"Itapira (SP)";"Total";"Não contribuintes";"Total";"7037"
"3522653";"Itapirapuã Paulista (SP)";"Total";"Total";"Total";"1205"
"3522653";"Itapirapuã Paulista (SP)";"Total";"Contribuintes";"Total";"629"
"3522653";"Itapirapuã Paulista (SP)";"Total";"Não contribuintes";"Total";"576"
"3522703";"Itápolis (SP)";"Total";"Total";"Total";"20787"
"3522703";"Itápolis (SP)";"Total";"Contribuintes";"Total";"15058"
"3522703";"Itápolis (SP)";"Total";"Não contribuintes";"Total";"5729"
"3522802";"Itaporanga (SP)";"Total";"Total";"Total";"6169"
"3522802";"Itaporanga (SP)";"Total";"Contribuintes";"Total";"2765"
"3522802";"Itaporanga (SP)";"Total";"Não contribuintes";"Total";"3404"
"3522901";"Itapuí (SP)";"Total";"Total";"Total";"5902"
"3522901";"Itapuí (SP)";"Total";"Contribuintes";"Total";"4801"
"3522901";"Itapuí (SP)";"Total";"Não contribuintes";"Total";"1101"
"3523008";"Itapura (SP)";"Total";"Total";"Total";"1615"
"3523008";"Itapura (SP)";"Total";"Contribuintes";"Total";"1215"
"3523008";"Itapura (SP)";"Total";"Não contribuintes";"Total";"400"
"3523107";"Itaquaquecetuba (SP)";"Total";"Total";"Total";"131940"
"3523107";"Itaquaquecetuba (SP)";"Total";"Contribuintes";"Total";"89182"
"3523107";"Itaquaquecetuba (SP)";"Total";"Não contribuintes";"Total";"42758"
"3523206";"Itararé (SP)";"Total";"Total";"Total";"18901"
"3523206";"Itararé (SP)";"Total";"Contribuintes";"Total";"11738"
"3523206";"Itararé (SP)";"Total";"Não contribuintes";"Total";"7162"
"3523305";"Itariri (SP)";"Total";"Total";"Total";"5522"
"3523305";"Itariri (SP)";"Total";"Contribuintes";"Total";"2841"
"3523305";"Itariri (SP)";"Total";"Não contribuintes";"Total";"2681"
"3523404";"Itatiba (SP)";"Total";"Total";"Total";"53057"
"3523404";"Itatiba (SP)";"Total";"Contribuintes";"Total";"41547"
"3523404";"Itatiba (SP)";"Total";"Não contribuintes";"Total";"11511"
"3523503";"Itatinga (SP)";"Total";"Total";"Total";"8044"
"3523503";"Itatinga (SP)";"Total";"Contribuintes";"Total";"6173"
"3523503";"Itatinga (SP)";"Total";"Não contribuintes";"Total";"1871"
"3523602";"Itirapina (SP)";"Total";"Total";"Total";"6618"
"3523602";"Itirapina (SP)";"Total";"Contribuintes";"Total";"4816"
"3523602";"Itirapina (SP)";"Total";"Não contribuintes";"Total";"1802"
"3523701";"Itirapuã (SP)";"Total";"Total";"Total";"2587"
"3523701";"Itirapuã (SP)";"Total";"Contribuintes";"Total";"1557"
"3523701";"Itirapuã (SP)";"Total";"Não contribuintes";"Total";"1030"
"3523800";"Itobi (SP)";"Total";"Total";"Total";"3663"
"3523800";"Itobi (SP)";"Total";"Contribuintes";"Total";"2402"
"3523800";"Itobi (SP)";"Total";"Não contribuintes";"Total";"1260"
"3523909";"Itu (SP)";"Total";"Total";"Total";"76838"
"3523909";"Itu (SP)";"Total";"Contribuintes";"Total";"59347"
"3523909";"Itu (SP)";"Total";"Não contribuintes";"Total";"17491"
"3524006";"Itupeva (SP)";"Total";"Total";"Total";"23139"
"3524006";"Itupeva (SP)";"Total";"Contribuintes";"Total";"17839"
"3524006";"Itupeva (SP)";"Total";"Não contribuintes";"Total";"5300"
"3524105";"Ituverava (SP)";"Total";"Total";"Total";"18543"
"3524105";"Ituverava (SP)";"Total";"Contribuintes";"Total";"12985"
"3524105";"Ituverava (SP)";"Total";"Não contribuintes";"Total";"5558"
"3524204";"Jaborandi (SP)";"Total";"Total";"Total";"2935"
"3524204";"Jaborandi (SP)";"Total";"Contribuintes";"Total";"2198"
"3524204";"Jaborandi (SP)";"Total";"Não contribuintes";"Total";"737"
"3524303";"Jaboticabal (SP)";"Total";"Total";"Total";"34490"
"3524303";"Jaboticabal (SP)";"Total";"Contribuintes";"Total";"25141"
"3524303";"Jaboticabal (SP)";"Total";"Não contribuintes";"Total";"9349"
"3524402";"Jacareí (SP)";"Total";"Total";"Total";"95434"
"3524402";"Jacareí (SP)";"Total";"Contribuintes";"Total";"71521"
"3524402";"Jacareí (SP)";"Total";"Não contribuintes";"Total";"23913"
"3524501";"Jaci (SP)";"Total";"Total";"Total";"2902"
"3524501";"Jaci (SP)";"Total";"Contribuintes";"Total";"2132"
"3524501";"Jaci (SP)";"Total";"Não contribuintes";"Total";"770"
"3524600";"Jacupiranga (SP)";"Total";"Total";"Total";"6904"
"3524600";"Jacupiranga (SP)";"Total";"Contribuintes";"Total";"4409"
"3524600";"Jacupiranga (SP)";"Total";"Não contribuintes";"Total";"2495"
"3524709";"Jaguariúna (SP)";"Total";"Total";"Total";"22710"
"3524709";"Jaguariúna (SP)";"Total";"Contribuintes";"Total";"18296"
"3524709";"Jaguariúna (SP)";"Total";"Não contribuintes";"Total";"4414"
"3524808";"Jales (SP)";"Total";"Total";"Total";"23546"
"3524808";"Jales (SP)";"Total";"Contribuintes";"Total";"15274"
"3524808";"Jales (SP)";"Total";"Não contribuintes";"Total";"8271"
"3524907";"Jambeiro (SP)";"Total";"Total";"Total";"2604"
"3524907";"Jambeiro (SP)";"Total";"Contribuintes";"Total";"1993"
"3524907";"Jambeiro (SP)";"Total";"Não contribuintes";"Total";"611"
"3525003";"Jandira (SP)";"Total";"Total";"Total";"53107"
"3525003";"Jandira (SP)";"Total";"Contribuintes";"Total";"40966"
"3525003";"Jandira (SP)";"Total";"Não contribuintes";"Total";"12141"
"3525102";"Jardinópolis (SP)";"Total";"Total";"Total";"16061"
"3525102";"Jardinópolis (SP)";"Total";"Contribuintes";"Total";"11789"
"3525102";"Jardinópolis (SP)";"Total";"Não contribuintes";"Total";"4272"
"3525201";"Jarinu (SP)";"Total";"Total";"Total";"11654"
"3525201";"Jarinu (SP)";"Total";"Contribuintes";"Total";"7954"
"3525201";"Jarinu (SP)";"Total";"Não contribuintes";"Total";"3701"
"3525300";"Jaú (SP)";"Total";"Total";"Total";"70752"
"3525300";"Jaú (SP)";"Total";"Contribuintes";"Total";"55089"
"3525300";"Jaú (SP)";"Total";"Não contribuintes";"Total";"15663"
"3525409";"Jeriquara (SP)";"Total";"Total";"Total";"1487"
"3525409";"Jeriquara (SP)";"Total";"Contribuintes";"Total";"962"
"3525409";"Jeriquara (SP)";"Total";"Não contribuintes";"Total";"525"
"3525508";"Joanópolis (SP)";"Total";"Total";"Total";"5999"
"3525508";"Joanópolis (SP)";"Total";"Contribuintes";"Total";"2889"
"3525508";"Joanópolis (SP)";"Total";"Não contribuintes";"Total";"3110"
"3525607";"João Ramalho (SP)";"Total";"Total";"Total";"1817"
"3525607";"João Ramalho (SP)";"Total";"Contribuintes";"Total";"1384"
"3525607";"João Ramalho (SP)";"Total";"Não contribuintes";"Total";"434"
"3525706";"José Bonifácio (SP)";"Total";"Total";"Total";"17256"
"3525706";"José Bonifácio (SP)";"Total";"Contribuintes";"Total";"11283"
"3525706";"José Bonifácio (SP)";"Total";"Não contribuintes";"Total";"5973"
"3525805";"Júlio Mesquita (SP)";"Total";"Total";"Total";"1910"
"3525805";"Júlio Mesquita (SP)";"Total";"Contribuintes";"Total";"1489"
"3525805";"Júlio Mesquita (SP)";"Total";"Não contribuintes";"Total";"421"
"3525854";"Jumirim (SP)";"Total";"Total";"Total";"1557"
"3525854";"Jumirim (SP)";"Total";"Contribuintes";"Total";"1181"
"3525854";"Jumirim (SP)";"Total";"Não contribuintes";"Total";"376"
"3525904";"Jundiaí (SP)";"Total";"Total";"Total";"189540"
"3525904";"Jundiaí (SP)";"Total";"Contribuintes";"Total";"152697"
"3525904";"Jundiaí (SP)";"Total";"Não contribuintes";"Total";"36843"
"3526001";"Junqueirópolis (SP)";"Total";"Total";"Total";"9026"
"3526001";"Junqueirópolis (SP)";"Total";"Contribuintes";"Total";"5813"
"3526001";"Junqueirópolis (SP)";"Total";"Não contribuintes";"Total";"3213"
"3526100";"Juquiá (SP)";"Total";"Total";"Total";"7037"
"3526100";"Juquiá (SP)";"Total";"Contribuintes";"Total";"3955"
"3526100";"Juquiá (SP)";"Total";"Não contribuintes";"Total";"3082"
"3526209";"Juquitiba (SP)";"Total";"Total";"Total";"11949"
"3526209";"Juquitiba (SP)";"Total";"Contribuintes";"Total";"6721"
"3526209";"Juquitiba (SP)";"Total";"Não contribuintes";"Total";"5228"
"3526308";"Lagoinha (SP)";"Total";"Total";"Total";"2002"
"3526308";"Lagoinha (SP)";"Total";"Contribuintes";"Total";"1038"
"3526308";"Lagoinha (SP)";"Total";"Não contribuintes";"Total";"964"
"3526407";"Laranjal Paulista (SP)";"Total";"Total";"Total";"13405"
"3526407";"Laranjal Paulista (SP)";"Total";"Contribuintes";"Total";"10085"
"3526407";"Laranjal Paulista (SP)";"Total";"Não contribuintes";"Total";"3319"
"3526506";"Lavínia (SP)";"Total";"Total";"Total";"2246"
"3526506";"Lavínia (SP)";"Total";"Contribuintes";"Total";"1556"
"3526506";"Lavínia (SP)";"Total";"Não contribuintes";"Total";"690"
"3526605";"Lavrinhas (SP)";"Total";"Total";"Total";"2149"
"3526605";"Lavrinhas (SP)";"Total";"Contribuintes";"Total";"1570"
"3526605";"Lavrinhas (SP)";"Total";"Não contribuintes";"Total";"578"
"3526704";"Leme (SP)";"Total";"Total";"Total";"45468"
"3526704";"Leme (SP)";"Total";"Contribuintes";"Total";"35044"
"3526704";"Leme (SP)";"Total";"Não contribuintes";"Total";"10424"
"3526803";"Lençóis Paulista (SP)";"Total";"Total";"Total";"29942"
"3526803";"Lençóis Paulista (SP)";"Total";"Contribuintes";"Total";"23618"
"3526803";"Lençóis Paulista (SP)";"Total";"Não contribuintes";"Total";"6324"
"3526902";"Limeira (SP)";"Total";"Total";"Total";"137642"
"3526902";"Limeira (SP)";"Total";"Contribuintes";"Total";"99743"
"3526902";"Limeira (SP)";"Total";"Não contribuintes";"Total";"37899"
"3527009";"Lindóia (SP)";"Total";"Total";"Total";"3545"
"3527009";"Lindóia (SP)";"Total";"Contribuintes";"Total";"2376"
"3527009";"Lindóia (SP)";"Total";"Não contribuintes";"Total";"1169"
"3527108";"Lins (SP)";"Total";"Total";"Total";"34971"
"3527108";"Lins (SP)";"Total";"Contribuintes";"Total";"27840"
"3527108";"Lins (SP)";"Total";"Não contribuintes";"Total";"7130"
"3527207";"Lorena (SP)";"Total";"Total";"Total";"34671"
"3527207";"Lorena (SP)";"Total";"Contribuintes";"Total";"24153"
"3527207";"Lorena (SP)";"Total";"Não contribuintes";"Total";"10518"
"3527256";"Lourdes (SP)";"Total";"Total";"Total";"1003"
"3527256";"Lourdes (SP)";"Total";"Contribuintes";"Total";"678"
"3527256";"Lourdes (SP)";"Total";"Não contribuintes";"Total";"324"
"3527306";"Louveira (SP)";"Total";"Total";"Total";"20853"
"3527306";"Louveira (SP)";"Total";"Contribuintes";"Total";"16639"
"3527306";"Louveira (SP)";"Total";"Não contribuintes";"Total";"4214"
"3527405";"Lucélia (SP)";"Total";"Total";"Total";"8641"
"3527405";"Lucélia (SP)";"Total";"Contribuintes";"Total";"6247"
"3527405";"Lucélia (SP)";"Total";"Não contribuintes";"Total";"2394"
"3527504";"Lucianópolis (SP)";"Total";"Total";"Total";"1142"
"3527504";"Lucianópolis (SP)";"Total";"Contribuintes";"Total";"777"
"3527504";"Lucianópolis (SP)";"Total";"Não contribuintes";"Total";"364"
"3527603";"Luís Antônio (SP)";"Total";"Total";"Total";"4985"
"3527603";"Luís Antônio (SP)";"Total";"Contribuintes";"Total";"3929"
"3527603";"Luís Antônio (SP)";"Total";"Não contribuintes";"Total";"1056"
"3527702";"Luiziânia (SP)";"Total";"Total";"Total";"2341"
"3527702";"Luiziânia (SP)";"Total";"Contribuintes";"Total";"1677"
"3527702";"Luiziânia (SP)";"Total";"Não contribuintes";"Total";"664"
"3527801";"Lupércio (SP)";"Total";"Total";"Total";"2033"
"3527801";"Lupércio (SP)";"Total";"Contribuintes";"Total";"1487"
"3527801";"Lupércio (SP)";"Total";"Não contribuintes";"Total";"546"
"3527900";"Lutécia (SP)";"Total";"Total";"Total";"1137"
"3527900";"Lutécia (SP)";"Total";"Contribuintes";"Total";"805"
"3527900";"Lutécia (SP)";"Total";"Não contribuintes";"Total";"332"
"3528007";"Macatuba (SP)";"Total";"Total";"Total";"7537"
"3528007";"Macatuba (SP)";"Total";"Contribuintes";"Total";"6051"
"3528007";"Macatuba (SP)";"Total";"Não contribuintes";"Total";"1486"
"3528106";"Macaubal (SP)";"Total";"Total";"Total";"3642"
"3528106";"Macaubal (SP)";"Total";"Contribuintes";"Total";"2139"
"3528106";"Macaubal (SP)";"Total";"Não contribuintes";"Total";"1503"
"3528205";"Macedônia (SP)";"Total";"Total";"Total";"1740"
"3528205";"Macedônia (SP)";"Total";"Contribuintes";"Total";"1031"
"3528205";"Macedônia (SP)";"Total";"Não contribuintes";"Total";"709"
"3528304";"Magda (SP)";"Total";"Total";"Total";"1473"
"3528304";"Magda (SP)";"Total";"Contribuintes";"Total";"843"
"3528304";"Magda (SP)";"Total";"Não contribuintes";"Total";"630"
"3528403";"Mairinque (SP)";"Total";"Total";"Total";"18084"
"3528403";"Mairinque (SP)";"Total";"Contribuintes";"Total";"13459"
"3528403";"Mairinque (SP)";"Total";"Não contribuintes";"Total";"4624"
"3528502";"Mairiporã (SP)";"Total";"Total";"Total";"36691"
"3528502";"Mairiporã (SP)";"Total";"Contribuintes";"Total";"24820"
"3528502";"Mairiporã (SP)";"Total";"Não contribuintes";"Total";"11871"
"3528601";"Manduri (SP)";"Total";"Total";"Total";"4574"
"3528601";"Manduri (SP)";"Total";"Contribuintes";"Total";"3011"
"3528601";"Manduri (SP)";"Total";"Não contribuintes";"Total";"1563"
"3528700";"Marabá Paulista (SP)";"Total";"Total";"Total";"1709"
"3528700";"Marabá Paulista (SP)";"Total";"Contribuintes";"Total";"949"
"3528700";"Marabá Paulista (SP)";"Total";"Não contribuintes";"Total";"760"
"3528809";"Maracaí (SP)";"Total";"Total";"Total";"6050"
"3528809";"Maracaí (SP)";"Total";"Contribuintes";"Total";"4552"
"3528809";"Maracaí (SP)";"Total";"Não contribuintes";"Total";"1498"
"3528858";"Marapoama (SP)";"Total";"Total";"Total";"1317"
"3528858";"Marapoama (SP)";"Total";"Contribuintes";"Total";"865"
"3528858";"Marapoama (SP)";"Total";"Não contribuintes";"Total";"453"
"3528908";"Mariápolis (SP)";"Total";"Total";"Total";"1714"
"3528908";"Mariápolis (SP)";"Total";"Contribuintes";"Total";"1290"
"3528908";"Mariápolis (SP)";"Total";"Não contribuintes";"Total";"424"
"3529005";"Marília (SP)";"Total";"Total";"Total";"104533"
"3529005";"Marília (SP)";"Total";"Contribuintes";"Total";"77355"
"3529005";"Marília (SP)";"Total";"Não contribuintes";"Total";"27178"
"3529104";"Marinópolis (SP)";"Total";"Total";"Total";"1026"
"3529104";"Marinópolis (SP)";"Total";"Contribuintes";"Total";"548"
"3529104";"Marinópolis (SP)";"Total";"Não contribuintes";"Total";"478"
"3529203";"Martinópolis (SP)";"Total";"Total";"Total";"10558"
"3529203";"Martinópolis (SP)";"Total";"Contribuintes";"Total";"7147"
"3529203";"Martinópolis (SP)";"Total";"Não contribuintes";"Total";"3411"
"3529302";"Matão (SP)";"Total";"Total";"Total";"36194"
"3529302";"Matão (SP)";"Total";"Contribuintes";"Total";"29139"
"3529302";"Matão (SP)";"Total";"Não contribuintes";"Total";"7055"
"3529401";"Mauá (SP)";"Total";"Total";"Total";"186462"
"3529401";"Mauá (SP)";"Total";"Contribuintes";"Total";"140980"
"3529401";"Mauá (SP)";"Total";"Não contribuintes";"Total";"45482"
"3529500";"Mendonça (SP)";"Total";"Total";"Total";"2317"
"3529500";"Mendonça (SP)";"Total";"Contribuintes";"Total";"1588"
"3529500";"Mendonça (SP)";"Total";"Não contribuintes";"Total";"729"
"3529609";"Meridiano (SP)";"Total";"Total";"Total";"1832"
"3529609";"Meridiano (SP)";"Total";"Contribuintes";"Total";"1147"
"3529609";"Meridiano (SP)";"Total";"Não contribuintes";"Total";"685"
"3529658";"Mesópolis (SP)";"Total";"Total";"Total";"850"
"3529658";"Mesópolis (SP)";"Total";"Contribuintes";"Total";"506"
"3529658";"Mesópolis (SP)";"Total";"Não contribuintes";"Total";"344"
"3529708";"Miguelópolis (SP)";"Total";"Total";"Total";"9259"
"3529708";"Miguelópolis (SP)";"Total";"Contribuintes";"Total";"6171"
"3529708";"Miguelópolis (SP)";"Total";"Não contribuintes";"Total";"3088"
"3529807";"Mineiros do Tietê (SP)";"Total";"Total";"Total";"6039"
"3529807";"Mineiros do Tietê (SP)";"Total";"Contribuintes";"Total";"4563"
"3529807";"Mineiros do Tietê (SP)";"Total";"Não contribuintes";"Total";"1476"
"3529906";"Miracatu (SP)";"Total";"Total";"Total";"7577"
"3529906";"Miracatu (SP)";"Total";"Contribuintes";"Total";"4011"
"3529906";"Miracatu (SP)";"Total";"Não contribuintes";"Total";"3566"
"3530003";"Mira Estrela (SP)";"Total";"Total";"Total";"1239"
"3530003";"Mira Estrela (SP)";"Total";"Contribuintes";"Total";"797"
"3530003";"Mira Estrela (SP)";"Total";"Não contribuintes";"Total";"443"
"3530102";"Mirandópolis (SP)";"Total";"Total";"Total";"11240"
"3530102";"Mirandópolis (SP)";"Total";"Contribuintes";"Total";"7133"
"3530102";"Mirandópolis (SP)";"Total";"Não contribuintes";"Total";"4107"
"3530201";"Mirante do Paranapanema (SP)";"Total";"Total";"Total";"6151"
"3530201";"Mirante do Paranapanema (SP)";"Total";"Contribuintes";"Total";"3961"
"3530201";"Mirante do Paranapanema (SP)";"Total";"Não contribuintes";"Total";"2189"
"3530300";"Mirassol (SP)";"Total";"Total";"Total";"26001"
"3530300";"Mirassol (SP)";"Total";"Contribuintes";"Total";"19071"
"3530300";"Mirassol (SP)";"Total";"Não contribuintes";"Total";"6930"
"3530409";"Mirassolândia (SP)";"Total";"Total";"Total";"2048"
"3530409";"Mirassolândia (SP)";"Total";"Contribuintes";"Total";"1278"
"3530409";"Mirassolândia (SP)";"Total";"Não contribuintes";"Total";"770"
"3530508";"Mococa (SP)";"Total";"Total";"Total";"29746"
"3530508";"Mococa (SP)";"Total";"Contribuintes";"Total";"22804"
"3530508";"Mococa (SP)";"Total";"Não contribuintes";"Total";"6942"
"3530607";"Mogi das Cruzes (SP)";"Total";"Total";"Total";"171576"
"3530607";"Mogi das Cruzes (SP)";"Total";"Contribuintes";"Total";"124945"
"3530607";"Mogi das Cruzes (SP)";"Total";"Não contribuintes";"Total";"46630"
"3530706";"Mogi Guaçu (SP)";"Total";"Total";"Total";"64517"
"3530706";"Mogi Guaçu (SP)";"Total";"Contribuintes";"Total";"49588"
"3530706";"Mogi Guaçu (SP)";"Total";"Não contribuintes";"Total";"14929"
"3530805";"Mogi Mirim (SP)";"Total";"Total";"Total";"40674"
"3530805";"Mogi Mirim (SP)";"Total";"Contribuintes";"Total";"31561"
"3530805";"Mogi Mirim (SP)";"Total";"Não contribuintes";"Total";"9113"
"3530904";"Mombuca (SP)";"Total";"Total";"Total";"1243"
"3530904";"Mombuca (SP)";"Total";"Contribuintes";"Total";"870"
"3530904";"Mombuca (SP)";"Total";"Não contribuintes";"Total";"373"
"3531001";"Monções (SP)";"Total";"Total";"Total";"1024"
"3531001";"Monções (SP)";"Total";"Contribuintes";"Total";"662"
"3531001";"Monções (SP)";"Total";"Não contribuintes";"Total";"361"
"3531100";"Mongaguá (SP)";"Total";"Total";"Total";"17306"
"3531100";"Mongaguá (SP)";"Total";"Contribuintes";"Total";"9056"
"3531100";"Mongaguá (SP)";"Total";"Não contribuintes";"Total";"8250"
"3531209";"Monte Alegre do Sul (SP)";"Total";"Total";"Total";"3763"
"3531209";"Monte Alegre do Sul (SP)";"Total";"Contribuintes";"Total";"2593"
"3531209";"Monte Alegre do Sul (SP)";"Total";"Não contribuintes";"Total";"1170"
"3531308";"Monte Alto (SP)";"Total";"Total";"Total";"24425"
"3531308";"Monte Alto (SP)";"Total";"Contribuintes";"Total";"17870"
"3531308";"Monte Alto (SP)";"Total";"Não contribuintes";"Total";"6555"
"3531407";"Monte Aprazível (SP)";"Total";"Total";"Total";"11029"
"3531407";"Monte Aprazível (SP)";"Total";"Contribuintes";"Total";"7977"
"3531407";"Monte Aprazível (SP)";"Total";"Não contribuintes";"Total";"3052"
"3531506";"Monte Azul Paulista (SP)";"Total";"Total";"Total";"9564"
"3531506";"Monte Azul Paulista (SP)";"Total";"Contribuintes";"Total";"6658"
"3531506";"Monte Azul Paulista (SP)";"Total";"Não contribuintes";"Total";"2906"
"3531605";"Monte Castelo (SP)";"Total";"Total";"Total";"1874"
"3531605";"Monte Castelo (SP)";"Total";"Contribuintes";"Total";"1136"
"3531605";"Monte Castelo (SP)";"Total";"Não contribuintes";"Total";"738"
"3531704";"Monteiro Lobato (SP)";"Total";"Total";"Total";"1757"
"3531704";"Monteiro Lobato (SP)";"Total";"Contribuintes";"Total";"1025"
"3531704";"Monteiro Lobato (SP)";"Total";"Não contribuintes";"Total";"731"
"3531803";"Monte Mor (SP)";"Total";"Total";"Total";"22672"
"3531803";"Monte Mor (SP)";"Total";"Contribuintes";"Total";"17026"
"3531803";"Monte Mor (SP)";"Total";"Não contribuintes";"Total";"5646"
"3531902";"Morro Agudo (SP)";"Total";"Total";"Total";"13306"
"3531902";"Morro Agudo (SP)";"Total";"Contribuintes";"Total";"10404"
"3531902";"Morro Agudo (SP)";"Total";"Não contribuintes";"Total";"2902"
"3532009";"Morungaba (SP)";"Total";"Total";"Total";"5808"
"3532009";"Morungaba (SP)";"Total";"Contribuintes";"Total";"3931"
"3532009";"Morungaba (SP)";"Total";"Não contribuintes";"Total";"1877"
"3532058";"Motuca (SP)";"Total";"Total";"Total";"1496"
"3532058";"Motuca (SP)";"Total";"Contribuintes";"Total";"1253"
"3532058";"Motuca (SP)";"Total";"Não contribuintes";"Total";"242"
"3532108";"Murutinga do Sul (SP)";"Total";"Total";"Total";"1869"
"3532108";"Murutinga do Sul (SP)";"Total";"Contribuintes";"Total";"1119"
"3532108";"Murutinga do Sul (SP)";"Total";"Não contribuintes";"Total";"750"
"3532157";"Nantes (SP)";"Total";"Total";"Total";"1151"
"3532157";"Nantes (SP)";"Total";"Contribuintes";"Total";"953"
"3532157";"Nantes (SP)";"Total";"Não contribuintes";"Total";"199"
"3532207";"Narandiba (SP)";"Total";"Total";"Total";"1839"
"3532207";"Narandiba (SP)";"Total";"Contribuintes";"Total";"1440"
"3532207";"Narandiba (SP)";"Total";"Não contribuintes";"Total";"399"
"3532306";"Natividade da Serra (SP)";"Total";"Total";"Total";"2483"
"3532306";"Natividade da Serra (SP)";"Total";"Contribuintes";"Total";"1221"
